OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
,23,838,כפר מונש מדרשת רופין,מגורים+ מכללה אקדמאית,1263,3836728,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,5.994691251164438,202204,10456.144799355208306,3836728.037583648227155
,49,2194,כפר תבור שרונה שדמות דבורה כפר קיש,מגורים,6114,99032476,מגורים,0,1,0,0,2,0,0,1,1,2,2,0,0,0,2,2,0.494787186138798,202204,72848.915291339566465,99032475.724329948425293
,0,1464,וואדי פוכין,שטח פתוח,0,1294147,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202204,5453.187280059567456,1294147.052529287990183
,17,431,פתח תקווה,מגורים,4023,363677,מגורים,7900,1,0,1,0,0,0,1,0,1,2,1,0,0,1,2,46.744722795241017,202204,2901.044174579552873,363677.416046859812923
,3,1082,ירושלים,מגורים,7763,942489,מגורים,3000,1,0,0,2,0,1,1,0,2,1,0,0,0,1,1,3.183059394921259,202204,5332.482200723476126,942489.481907456647605
,9,33,תל אביב -יפו,בית עלמין,0,473250,מוסדי/ציבורי,5000,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1,19.017427499189267,202204,3103.187711697214581,473250.128093491075560
,3,1724,חיפה,מגורים,2862,338876,מגורים,4000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,8.852806342951872,202204,2288.719567647612621,338875.593092402676120
,12,675,נתניה,מגורים,3019,1029893,מגורים,7400,1,0,0,4,0,1,3,0,4,2,0,0,0,2,2,11.651695659701518,202204,4047.296629330056476,1029893.017331642447971
,16,2303,עכו,מגורים,6503,1128037,מגורים,7600,1,0,1,1,0,2,0,0,2,2,0,0,0,1,2,14.183931750250411,202204,5517.501283480732127,1128037.012707532849163
,5,1317,קריית ענבים מעלה החמישה בית נקופה,מגורים,1950,6255162,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.799339757372905,202204,12641.181763283428154,6255162.406074867583811
,14,268,קריית אונו,מגורים,3412,276717,מגורים,2620,1,0,0,1,0,1,0,0,1,2,0,0,1,0,2,50.593144735648082,202204,2586.271827172738540,276717.331431970815174
,30,1959,אעבלין,מגורים,4880,3991720,מגורים,529,1,0,0,3,0,0,1,2,3,2,0,0,0,2,2,7.515556324784206,202204,11938.080283736218917,3991720.466663043480366
,13,910,אלעד,מגורים,12857,395834,מגורים,1309,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,32.842058719952917,202204,2452.879913348303489,395833.894301576190628
,0,1561,עראבה / כפר ראעי,לא ידוע,0,60299210,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,29837.851528079347190,60299209.442162312567234
,9,2522,קריית המודיעין,שטח פתוח,0,3383262,פנאי/טבע/ספורט,0,3,0,0,2,0,0,2,0,2,3,0,0,0,1,3,2.660154622654895,202204,7235.386773964034546,3383261.981597819365561
,0,512,ראשון לציון,פנאי ונופש,0,2139245,פנאי/טבע/ספורט,8300,3,,,,,,,,,,,,,,,0.000000000000000,202204,6124.612566803102709,2139244.821289241779596
,35,2140,קריית שמונה,מגורים,5090,3761635,מגורים,2800,1,0,0,1,0,1,0,0,1,2,0,0,1,1,2,9.304465096996877,202204,8779.026602644518789,3761634.831785940099508
,8,1154,ירושלים,מתחם ציבורי,0,392434,מוסדי/ציבורי,3000,2,0,0,3,0,0,3,0,3,2,0,0,0,1,2,20.385607213691571,202204,3430.253688747655815,392433.736024648067541
,5,361,כפר מלל,מגורים,328,583251,מגורים,0,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,8.572645381374723,202204,3452.292224079969856,583250.534410673542880
,1,1796,קריית מוצקין,מגורים,3353,459956,מגורים,8200,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,2.174119894840598,202204,3831.968804973165788,459956.234416095889173
,44,1003,תל אביב -יפו,מתקן ספורט+ מגורים,414,225338,מגורים,5000,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,195.262485008514034,202204,1958.192118620132078,225337.703748272295343
,3,2375,מועצה אזורית הני שמעון,שטח פתוח,0,3181904,פנאי/טבע/ספורט,0,3,0,1,1,0,0,2,0,2,2,0,0,1,1,2,0.942831737495408,202204,8185.572740492353660,3181903.918475814629346
,27,621,רמלה,מגורים,851,390593,מגורים,8500,1,0,0,4,0,0,4,0,4,2,0,1,0,1,2,69.125577757821773,202204,2998.606049314710162,390593.480384254246019
,93,1263,ירושלים,מגורים+ שטח פתוח,1079,914084,מגורים,3000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,101.741158404750252,202204,4857.092306564224600,914084.343624476226978
,3,2619,אורון מפעלי צין - ערבה,תעשיה,0,295062501,תעשיה/מסחר/מתקנים,0,4,0,1,0,0,0,1,0,1,2,0,0,1,0,2,0.010167337376102,202204,78646.157437839807244,295062501.520938336849213
,17,214,רמת גן,מגורים,2148,373217,מגורים,8600,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,45.549889389320747,202204,3147.375694743272561,373217.152180081524421
,5,1889,קריית טבעון,מגורים,3792,1680228,מגורים,2300,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,2.975786210123260,202204,5880.771358652975323,1680228.231111029628664
,27,840,בורגתה חניאל,מגורים,2053,9858287,מגורים,0,1,0,0,4,0,1,3,0,4,2,0,0,0,1,2,2.738812496473171,202204,16556.430861450309749,9858287.135307179763913
,36,2212,יזרעאל יעל אביטל פרזון מיטב,מגורים,1850,20229999,מגורים,0,1,0,1,5,0,1,5,0,6,2,0,0,0,1,2,1.779535404105628,202204,30673.581093134755065,20229999.311586130410433
,8,1482,מבשרת ציון,מגורים,1107,379851,מגורים,1015,1,0,0,3,3,2,1,0,3,1,0,0,0,0,1,21.060907778447973,202204,2811.339587373288396,379850.673302247305401
,16,433,פתח תקווה,תעשיה,798,286653,תעשיה/מסחר/מתקנים,7900,4,0,0,1,1,0,0,1,1,1,0,0,0,1,1,55.816565597691778,202204,2200.971555632835134,286653.251210813643411
,7,1100,ירושלים,מגורים,2544,209629,מגורים,3000,1,0,0,2,0,1,1,0,2,1,0,0,0,1,1,33.392278906595145,202204,2420.908480434867215,209629.298424956097733
,18,51,תל אביב -יפו,מגורים,5111,344020,מגורים,5000,1,0,1,0,0,0,0,1,1,2,0,0,1,1,2,52.322546581548494,202204,2526.668307090581038,344019.952697556291241
,9,1742,חיפה,מגורים,3222,352639,מגורים,4000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,25.521818739195442,202204,3516.951963126971350,352639.445173166284803
,3,2447,להבים,מגורים,6350,5985964,מגורים,1271,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,0.501172411348804,202204,11586.144328193664478,5985963.975802476517856
,8,693,נתניה,ספורט,0,1323556,פנאי/טבע/ספורט,7400,3,0,1,0,0,0,1,0,1,2,0,0,1,1,2,6.044322738808707,202204,4767.352976565111021,1323556.061729546869174
,0,2049,בית ג'ן,מגורים,5458,23694635,מגורים,480,1,,,,,,,,,,,,,,,0.000000000000000,202204,24823.021102364666149,23694635.104193363338709
,21,1335,חיזמא,לא ידוע,0,11310602,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,2,0,0,0,0,2,1.856665024136587,202204,16892.653644209218328,11310602.465711724013090
,8,286,יהוד,מגורים,2095,411678,מגורים,9400,1,0,0,3,0,2,1,0,3,2,0,0,0,2,2,19.432647877210520,202204,2914.637101977734346,411678.328684272360988
,0,1961,אעבלין,מגורים,4066,444910,מגורים,529,1,,,,,,,,,,,,,,,0.000000000000000,202204,2936.267921852901964,444910.319175446173176
,2,912,אלעד,מגורים,5329,347716,מגורים,1309,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,5.751824770157965,202204,4159.637690134194600,347715.738903685880359
,21,1579,אלפי מנשה,מגורים,7866,9817813,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,2.138969310876598,202204,20247.405007002282218,9817812.669501895084977
,14,2540,מחנה שדה תימן,בסיס צבאי,0,45873703,מוסדי/ציבורי,0,2,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0.305185743142554,202204,39363.413757838883612,45873702.538786441087723
,16,530,ראשון לציון,מגורים,5284,678283,מגורים,8300,1,0,1,3,0,2,2,0,4,2,1,0,0,1,2,23.588981717927087,202204,4379.604729719011630,678282.775887708878145
,18,2158,קצרין,מגורים,7131,10402889,מגורים,4100,1,0,2,0,0,0,2,0,2,2,0,0,0,1,2,1.730288555200883,202204,12708.187281715132485,10402889.128461139276624
,40,1172,ירושלים,מגורים,5474,236796,מגורים,3000,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,168.921680461106803,202204,1994.821975522922912,236796.128778802667512
,18,379,רעננה,מגורים+ מוסדי,6558,975521,מגורים,8700,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,18.451685991995131,202204,3944.624129253970295,975520.611385263968259
,1,1814,קריית ביאליק,מיועד למגורים,0,388700,עתידי/לא ידוע,9500,5,0,0,3,0,0,3,0,3,2,0,0,0,2,2,2.572675844560273,202204,2543.110292177972951,388700.349526903592050
,20,1021,קרית אונו,שטח פתוח,0,399364,פנאי/טבע/ספורט,2620,3,0,0,1,0,0,1,0,1,2,0,0,0,2,2,50.079604904705448,202204,2583.003055970191781,399364.173061213863548
,66,2377,באר שבע,אוניברסיטה+ בית חולים,514,866281,מוסדי/ציבורי,9000,2,0,0,4,0,0,4,0,4,2,0,0,0,2,2,76.187783748216617,202204,5669.724222442140672,866280.612888216623105
,24,639,כפר סבא,מגורים,6454,525582,מגורים,6900,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,45.663675979314355,202204,3063.395480875331941,525581.865351182059385
,5,1265,ירושלים,מגורים,2982,252361,מגורים,3000,1,0,0,1,0,0,1,0,1,7,0,0,0,7,7,19.812870576959295,202204,3444.379634039854409,252361.210384858626639
,47,216,רמת גן,תיירות ונופש,0,1541312,פנאי/טבע/ספורט,8600,3,0,1,1,0,0,2,0,2,2,1,0,0,1,2,30.493502028414305,202204,5922.477189695706329,1541311.980375513667241
,4,1907,מגדל העמק,מגורים,5358,1593940,מגורים,874,1,0,0,1,0,0,1,0,1,4,0,0,0,4,4,2.509504960265104,202204,6636.528478501872087,1593939.865963620366529
,0,858,טייבה,מגורים,4313,293875,מגורים,2730,1,,,,,,,,,,,,,,,0.000000000000000,202204,2854.807260860021870,293874.752126591338310
,2,2230,אל -עריאן 23% מבסמ""ה,מגורים,2444,3388037,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.590312299598058,202204,9133.162905493114522,3388037.148068563081324
,12,1500,חלחול,לא ידוע,0,31951887,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.375564680454909,202204,23620.252072380430036,31951886.384696226567030
,16,451,פתח תקווה,מגורים,13814,724533,מגורים,7900,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,22.083195193903052,202204,5148.573558124166084,724532.834108056966215
,9,1118,ירושלים,מוסדות ציבור,0,236477,מוסדי/ציבורי,3000,2,0,0,1,1,0,0,1,1,1,0,0,0,1,1,38.058640829772727,202204,2470.356396219879116,236477.178474524727790
,95,69,תל אביב -יפו,מגורים,5044,558338,מגורים,5000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,170.147882606720259,202204,2915.214296618548815,558337.832622830523178
,0,1744,חיפה,שטח פתוח,0,240093,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202204,2329.652234081114784,240092.591717998322565
,2,711,ראש העין,תעשיה,0,595038,תעשיה/מסחר/מתקנים,2640,4,0,1,0,0,0,0,1,1,2,1,0,0,1,2,3.361129294555768,202204,4791.881960170340790,595038.103187379660085
,102,2067,מג'ד אל-כרום,מגורים,4129,4714283,מגורים,0,1,0,0,4,0,2,2,0,4,2,0,0,0,2,2,21.636378373422243,202204,15239.371998045393411,4714282.503272130154073
,19,1337,גבעת זאב,שטח פתוח,0,37017702,פנאי/טבע/ספורט,0,3,0,0,1,0,0,1,0,1,2,1,0,0,1,2,0.513267950659234,202204,43991.985764923811075,37017701.914948448538780
,14,288,יהוד,תעשיה,0,620624,תעשיה/מסחר/מתקנים,9400,4,0,0,2,0,1,1,0,2,2,0,0,0,2,2,22.557943803568346,202204,3285.243417876558851,620623.941699216258712
,10,1979,עכו,שטח פתוח,0,871138,פנאי/טבע/ספורט,7600,3,0,0,5,0,0,5,0,5,3,0,0,0,3,3,11.479236420641367,202204,4535.145808734222555,871138.082147913402878
,60,930,יד רמבם גזר עזריה כפר שמואל בית חשמונאי,מגורים,5729,18152383,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,3.305351110858016,202204,25878.491729044995736,18152383.207611780613661
,75,1597,נתיב הגדוד תומר יפית משואה גלגל ייט""ב פצאל נירן נעמ""ה,מגורים,1901,411943029,מגורים,0,1,0,0,4,0,0,4,0,4,2,0,0,0,2,2,0.182064010692610,202204,139134.070110865170136,411943028.798959672451019
,3,2558,מולדה*,מגורים,1739,27977020,מגורים,0,1,0,3,2,0,1,4,0,5,2,0,0,0,2,2,0.107230861383704,202204,22329.361238326982857,27977020.433185700327158
,2,548,ראשון לציון,מגורים,3630,250042,מגורים,8300,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,7.998657566894298,202204,2269.338853359521181,250041.958075291826390
,6,2160,נטור רמות,מגורים,1236,90139374,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.066563586379354,202204,54339.434342296364775,90139373.888378754258156
,13,1190,ירושלים,קריית חינוך+ מכללה אקדמאית,0,439130,מוסדי/ציבורי,3000,2,0,0,1,0,0,1,0,1,2,0,0,0,2,2,29.603982490789843,202204,3995.480538569104283,439130.107040309754666
,5,141,הרצלייה,מגורים,3172,215263,מגורים,6400,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,23.227408978078930,202204,2771.888121072463036,215262.925138089805841
,0,1816,קריית ביאליק,שטח פתוח,0,540421,פנאי/טבע/ספורט,9500,3,,,,,,,,,,,,,,,0.000000000000000,202204,3048.762790439871878,540420.999395288876258
,29,783,אשדוד,מגורים,10640,1079107,מגורים,70,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,26.874063892756180,202204,4304.547600900671569,1079107.354798574233428
,46,2395,מועצה אזורית בני שמעון,שטח פתוח,0,1807905,פנאי/טבע/ספורט,0,3,0,0,2,0,0,2,0,2,2,0,0,0,2,2,25.443819888040331,202204,6729.732564247105074,1807904.638627863489091
,0,1409,בית שמש,מיועד למגורים,0,865959,עתידי/לא ידוע,2610,5,,,,,,,,,,,,,,,0.000000000000000,202204,6204.645459455492528,865959.360732556320727
,0,1027,חולון,שטח פתוח,0,428554,פנאי/טבע/ספורט,6600,3,,,,,,,,,,,,,,,0.000000000000000,202204,3045.782064792469555,428554.101125273562502
,6,234,אור יהודה,תעשיה ומלאכה,0,292007,תעשיה/מסחר/מתקנים,2400,4,0,1,0,0,0,1,0,1,2,1,0,0,0,2,20.547450361832531,202204,2487.869890094253151,292007.032227471354418
,35,1669,חיפה,מגורים,3540,631283,מגורים,4000,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,55.442639568262386,202204,4040.087824711190478,631283.075130416662432
,2,876,תל מונד,שטח פתוח,0,2871127,פנאי/טבע/ספורט,154,3,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0.696590573780000,202204,9844.284592642465213,2871126.993790829088539
,47,2232,ערערה,מגורים,7460,3231726,מגורים,637,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,14.543310509066544,202204,11668.855361074482062,3231726.364550864323974
,12,1518,בית פג'אר,לא ידוע,0,25394330,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,1,0,0,0,1,1,0.472546430317566,202204,23989.174451522485469,25394330.017339535057545
,5,469,לוד,תעשיה ומלאכה,0,782677,תעשיה/מסחר/מתקנים,7000,4,0,0,1,0,0,1,0,1,2,0,0,0,2,2,6.388333231815536,202204,4061.732699024731119,782676.766938004875556
,72,1120,ירושלים,מגורים,10882,406610,מגורים,3000,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,177.073954571257019,202204,3818.133617449676876,406609.770332012325525
,30,87,תל אביב -יפו,מגורים,3666,265922,מגורים,5000,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,112.815081350028962,202204,2164.999669933144105,265921.893074912892189
,1,2467,קריית גת,מגורים,3599,482611,מגורים,2630,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,2.072062850487056,202204,2759.190425781346221,482610.843471732281614
,5,713,ראש העין,מגורים,4530,421227,מגורים,2640,1,0,0,1,0,0,1,0,1,3,0,0,0,3,3,11.870092362487222,202204,3100.359824320282314,421226.713938754575793
,88,2085,מורן לוטם צביה כמון מכמנים סלמה כמאנה חוסנייה ראס אל-עין,מגורים,9339,35876792,מגורים,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2.452839174239759,202204,45316.492746768868528,35876791.647897183895111
,0,1355,כיכר א-סאעה,לא ידוע,0,497019,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,3625.277882832566775,497019.014739921374712
,58,306,בת ים,מגורים,4613,286795,מגורים,6200,1,0,0,1,0,1,0,0,1,2,1,0,0,1,2,202.235373159486016,202204,2166.863168583217430,286794.535960137320217
,21,1997,נהרייה,מגורים,3463,376421,מגורים,9100,1,0,0,4,0,1,2,1,4,2,0,0,0,1,2,55.788634559281398,202204,3537.649928492338859,376420.756053551565856
,2,948,נטעים גן שורק,מגורים,1308,3732076,מגורים,0,1,0,0,3,0,0,3,0,3,2,1,0,0,1,2,0.535894717732628,202204,9687.159413827312164,3732076.346006929408759
,1,1615,בית רימא,לא ידוע,0,23239035,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,2,0,0,0,1,2,0.043031046420913,202204,21990.371920597219287,23239035.142635930329561
,23,2304,עכו,מגורים,1512,664197,מגורים,7600,1,0,0,5,0,2,3,0,5,2,0,0,0,2,2,34.628268479416128,202204,3268.959960812354893,664197.229892443283461
,56,566,רחובות,תעשיה,6,1160021,תעשיה/מסחר/מתקנים,8400,4,0,0,1,0,0,0,1,1,2,0,0,0,2,2,48.274976715335171,202204,5553.555169792841298,1160021.274173103272915
,5,1192,ירושלים,מגורים+ מכללה אקדמאית,3289,254279,מגורים,3000,1,0,0,2,0,1,1,0,2,2,0,0,0,2,2,19.663466102766893,202204,2001.400617779632285,254278.669582899106899
,4,2564,אשקלון,מגורים,3604,299310,מגורים,7100,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,13.364070043193221,202204,2979.244373885600908,299310.014619186811615
,5,159,גליל ים,בסיס צבאי,0,998870,מוסדי/ציבורי,0,2,0,0,1,0,0,1,0,1,3,0,0,0,2,3,5.005655386202882,202204,4410.033849528633255,998870.200649755075574
,21,1834,קריית אתא,מגורים,3461,2356727,מגורים,6800,1,0,0,4,0,3,1,0,4,2,0,0,0,1,2,8.910662652289954,202204,9333.162860678636207,2356727.082985596265644
,17,785,אשדוד,מגורים,7016,391109,מגורים,70,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,43.466119975742693,202204,2542.843045981001069,391109.213555000023916
,9,2413,באר שבע,מגורים,2326,456494,מגורים,9000,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,19.715484490212908,202204,2918.069984983859285,456493.980884301767219
,0,1427,מחצבות שורק-נחם,מחצבה,0,2897793,תעשיה/מסחר/מתקנים,0,4,,,,,,,,,,,,,,,0.000000000000000,202204,10411.502485278098902,2897793.037665527313948
,5,1045,ג'לג'וליה,מגורים,9983,1316637,מגורים,627,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,3.797552680747866,202204,6470.502465613080858,1316637.429507714230567
,1,252,בני ברק,תעשיה,0,343462,תעשיה/מסחר/מתקנים,6100,4,0,0,1,0,1,0,0,1,2,1,0,0,1,2,2.911532431790288,202204,2400.005864396467587,343461.741686698107515
,27,1687,חיפה,מגורים,5654,302366,מגורים,4000,1,0,1,0,1,0,1,0,1,2,0,0,0,2,2,89.295893826708692,202204,2741.266019274311930,302365.527046487899497
,62,894,חגור,מגורים,1156,4163528,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,14.891218854646196,202204,11586.286968110578528,4163527.553062282502651
,11,2250,באקה אל-גרביה,מגורים,12944,3221759,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,3.414284096572227,202204,8338.021741471560745,3221758.848668585997075
,0,1520,בית סאחור,לא ידוע,0,1199873,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,5353.314282089594599,1199872.978087377967313
,3,487,לוד,שטח לדרכים,0,227576,עתידי/לא ידוע,7000,5,0,2,1,0,1,2,0,3,2,0,0,0,0,2,13.182394984504791,202204,3477.069113514165565,227576.248741320654517
,0,1138,ירושלים,מגורים,6206,1255075,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202204,5388.208230898431793,1255074.738422635942698
,83,89,תל אביב -יפו,מגורים,3617,422949,מגורים,5000,1,0,0,1,0,1,0,0,1,2,0,0,1,0,2,196.241006449856343,202204,2692.068628534280379,422949.318807169038337
,23,1780,חיפה,מגורים,4742,462473,מגורים,4000,1,0,0,2,0,1,1,0,2,2,0,0,0,2,2,49.732668866795557,202204,2753.187116785420585,462472.666842059406918
,10,2485,אשקלון,מגורים,4803,594806,מגורים,7100,1,0,0,3,0,2,1,0,3,2,0,0,0,1,2,16.812209199505158,202204,3994.211102969386957,594805.827201717998832
,15,731,מודיעין-מכבים-רעות*,מגורים,9372,1428355,מגורים,1200,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,10.501589421843446,202204,4933.102201991040602,1428355.213430816307664
,0,2103,סח'נין,מגורים,3493,218976,מגורים,7500,1,,,,,,,,,,,,,,,0.000000000000000,202204,2473.309857815483156,218976.148589294491103
,21,1373,בית שמש,שטח פתוח,0,2872660,פנאי/טבע/ספורט,2610,3,0,0,2,0,0,2,0,2,2,0,0,0,1,2,7.310297497958692,202204,11801.763774208920950,2872660.108000253327191
,4,324,בית חולים וולפסון,בית חולים,0,282586,מוסדי/ציבורי,0,2,0,0,1,0,0,1,0,1,2,1,0,0,0,2,14.154964530919788,202204,2662.013934915833488,282586.366872378217522
,12,2015,אבו סנאן,מגורים,4453,2999042,מגורים,473,1,0,0,3,0,1,2,0,3,2,0,0,0,1,2,4.001277058294137,202204,10903.589362738626733,2999042.511971404775977
,17,966,פתח תקווה,מגורים,3667,291977,מגורים,7900,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,58.223813434340627,202204,2771.657585284260676,291976.753105857816990
,20,1617,עלי זהב ברוכין פדואל,מגורים,5742,18721278,מגורים,0,1,0,0,2,0,1,1,0,2,2,0,0,0,2,2,1.068303147312199,202204,25866.529380453204794,18721277.804262839257717
,0,2322,טבריה,בית חולים,0,222579,מוסדי/ציבורי,6700,2,,,,,,,,,,,,,,,0.000000000000000,202204,1870.500036809111407,222579.115143506380264
,5,568,רחובות,אוניברסיטה,0,460283,מוסדי/ציבורי,8400,2,0,0,1,0,0,1,0,1,2,0,0,0,1,2,10.862883371499995,202204,2775.749990791431173,460282.949655711709056
,10,1210,סטף,פנאי ונופש,0,1709885,פנאי/טבע/ספורט,0,3,0,0,2,0,1,1,0,2,2,0,0,0,2,2,5.848348394272981,202204,7079.463620007231839,1709884.453838718123734
,51,2582,נועם איתן אבן שמואל אחוזם עוזה שלווה,מגורים,3919,33896948,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,1.504560245002140,202204,46732.557236736494815,33896947.742313541471958
,4,161,הרצלייה,תיירות ונופש,0,564700,פנאי/טבע/ספורט,6400,3,0,0,1,1,0,1,0,1,1,0,0,0,1,1,7.083409679122003,202204,4250.215003631237778,564699.795889231259935
,40,1852,עספיא,מגורים,6112,15154704,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,2.639444446770571,202204,22490.943567496469768,15154704.259428927674890
,0,803,המרכז למחקר גרעיני שורק,תעשיה,0,7152997,תעשיה/מסחר/מתקנים,0,4,,,,,,,,,,,,,,,0.000000000000000,202204,14104.252356983739446,7152997.074871062301099
,10,2431,באר שבע,מגורים,7864,905996,מגורים,9000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,11.037576495101465,202204,3814.593892972900449,905995.986024473095313
,1,1445,אל ולג'ה,לא ידוע,0,1809838,עתידי/לא ידוע,0,5,0,0,1,0,0,1,0,1,3,0,0,0,3,3,0.552535489103965,202204,8155.617673677465973,1809838.498558127321303
,7,396,גבעת חן,מגורים,363,1356308,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,5.161070580325990,202204,5735.360381420396152,1356307.744886111700907
,5,1063,ירושלים,מגורים,2695,421834,מגורים,3000,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,11.853006303326735,202204,3499.473380446042938,421833.910490427224431
,5,14,תל אביב -יפו,מגורים,3696,411542,מגורים,5000,1,0,0,2,2,2,0,0,2,1,0,0,0,1,1,12.149438469872550,202204,2672.514542041512414,411541.653747924312484
,3,1689,חיפה,מגורים,3108,411977,מגורים,4000,1,0,0,5,0,2,3,0,5,3,0,0,0,3,3,7.281963773817255,202204,4126.714073688435747,411976.781700931140222
,4,640,כפר סבא,מגורים,3235,232418,מגורים,6900,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,17.210378924804314,202204,2292.963164628052255,232417.892568015056895
,9,2268,מעגן מיכאל,מגורים,1992,6874324,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,1.309219617701961,202204,14487.491697242247028,6874324.122791150584817
,23,1282,ירושלים,תעשיה,313,269840,תעשיה/מסחר/מתקנים,3000,4,0,0,2,0,0,2,0,2,2,0,0,0,2,2,85.235568731486069,202204,2478.196929319672108,269840.400460703298450
,4,489,נס ציונה,מגורים+ פנאי ונופש,762,560812,מגורים,7200,1,0,0,2,0,0,2,0,2,3,0,1,0,2,3,7.132511720814607,202204,3504.144423988556809,560812.257528706686571
,1,1924,אכסאל,מגורים,5558,447761,מגורים,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,2.233336357636104,202204,3585.578305931017894,447760.587687946564984
,38,107,תל אביב -יפו,מגורים,4517,367962,מגורים,5000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,103.271415834062694,202204,2473.294369645908318,367962.419156319985632
,0,1542,רח' אל-מדינה אל-מנוורה,לא ידוע,0,1740612,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,5474.321173128281771,1740612.089877687627450
,38,2503,אשקלון,מגורים,6032,534345,מגורים,7100,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,71.115085493516659,202204,3031.140376952889255,534345.135582581046037
,11,749,מודיעין-מכבים-רעות*,שטח פתוח,0,6708852,פנאי/טבע/ספורט,1200,3,0,0,5,0,3,1,1,5,2,0,0,0,2,2,1.639624658484564,202204,14340.721687413877589,6708852.506626018323004
,38,2105,סח'נין,מגורים,4490,1994140,מגורים,7500,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,19.055834558023033,202204,9957.407028250978328,1994139.898952940246090
