OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
,7,1391,בית שמש,מגורים,3985,202082,מגורים,2610,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,34.639407688359931,202204,2808.991905683685673,202081.977352985995822
,40,342,חולון,מגורים,12846,477563,מגורים,6600,1,0,1,0,0,0,1,0,1,2,1,0,0,1,2,83.758591163445232,202204,3219.520078649800780,477562.951386617904063
,13,2017,אבו סנאן,מגורים,5148,3361455,מגורים,473,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,3.867373282757446,202204,11098.997476179276418,3361454.674665118101984
,48,968,פתח תקווה,מגורים,10187,406861,מגורים,7900,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,117.976278890462751,202204,2980.749950716635794,406861.450890195323154
,0,1635,אבו סנינא,לא ידוע,0,319458,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,2450.168264427787562,319457.579965396493208
,2,2340,חיפה,נמל,0,739262,תעשיה/מסחר/מתקנים,4000,4,0,0,1,0,0,1,0,1,2,0,1,0,1,2,2.705401856643586,202204,4054.046201902142002,739261.708972606458701
,22,586,רחובות,מגורים,7884,679158,מגורים,8400,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,32.393031691025136,202204,4133.529797380549098,679158.413137827883475
,0,1228,ירושלים,מגורים,1397,412094,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202204,2796.872581335627729,412093.919443704071455
,64,2584,כפר סילבר גיאה הודייה תלמי יפה ברכיה בית שקמה משען בת הדר,מגורים+מוסדי,6576,43626734,מגורים,0,1,0,1,0,0,0,1,0,1,2,1,0,0,1,2,1.466990391010061,202204,30038.277365636240575,43626734.293695233762264
,23,179,רמת השרון,מגורים,5148,906019,מגורים,2650,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,25.385771901546750,202204,4453.012435135477062,906019.328039365820587
,26,1870,בת שלמה מאיר שפיה,מגורים+מוסדי,937,22863902,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1.137163740621402,202204,33409.392853840232419,22863901.715501703321934
,0,821,גני יוחנן,מגורים,629,1593563,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202204,7582.652533572543689,1593563.261203952599317
,16,2177,טבריה,מגורים,3930,2461587,מגורים,6700,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,6.499870626331924,202204,9712.254855695613514,2461587.456092074513435
,2,1463,צור הדסה,מגורים,1555,1082783,מגורים,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,1.847091538728136,202204,6858.631217953132364,1082783.369457235094160
,33,414,פתח תקווה,תעשיה,0,833925,תעשיה/מסחר/מתקנים,7900,4,0,0,1,1,0,0,1,1,1,0,0,0,1,1,39.571920172152318,202204,4527.496565026845019,833924.658101955545135
,3,1065,ירושלים,מגורים+ שטח פתוח,514,528981,מגורים,3000,1,0,0,4,0,2,2,0,4,2,0,0,0,2,2,5.671284793654588,202204,3181.896487037429779,528980.664726377348416
,19,16,תל אביב -יפו,מגורים,4563,286887,מגורים,5000,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,66.228200099524443,202204,2409.179329234417310,286886.854413191729691
,2,1707,חיפה,מגורים,2654,309198,מגורים,4000,1,0,0,2,0,0,0,2,2,2,0,0,0,2,2,6.468349127913892,202204,2805.252048182530416,309197.905129932332784
,51,658,נתניה,מגורים,3965,393352,מגורים,7400,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,129.654896153424090,202204,3171.234717715628449,393351.901957102643792
,29,2286,חדרה,מגורים,2723,6479598,מגורים,6500,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,4.475586216699418,202204,12814.457753129594494,6479598.112040491774678
,4,1300,מעלה אדומים,מגורים,2324,565305,מגורים,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,7.075828625078763,202204,4391.280599934822021,565304.816148719983175
,4,507,גנות,מגורים,588,1361013,מגורים,0,1,0,0,3,0,0,3,0,3,3,0,0,0,2,3,2.938988181160903,202204,5127.245008841688104,1361012.618437953758985
,0,1942,עין מאהל,מגורים,3283,2493646,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202204,9677.468242725542950,2493645.843892789911479
,79,125,תל אביב -יפו,מתקן לתחבורה+ מגורים,587,214850,מגורים,5000,1,0,0,5,0,0,4,1,5,4,0,0,0,4,4,367.697576533998472,202204,1967.801983527547009,214850.477788491494721
,22,1544,כפר אדומים,מגורים,4513,44298639,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,0.496629255032233,202204,27618.534071479807608,44298638.827815607190132
,9,2505,אשקלון,מגורים,3528,257546,מגורים,7100,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,34.945270731754235,202204,2014.323551376497562,257545.579460108070634
,53,767,אשדוד,מגורים,14326,636280,מגורים,70,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,83.296680385068200,202204,3259.934284815937644,636279.858392781810835
,3,1393,בית שמש,מגורים,6025,737474,מגורים,2610,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,4.067938801169441,202204,4135.678517541410656,737474.221376577159390
,38,344,חולון,מגורים,11177,449331,מגורים,6600,1,0,1,0,0,0,1,0,1,2,0,0,0,1,2,84.570207968201103,202204,2702.528921014834395,449330.809429819812067
,3,2035,כפר ורדים,מגורים,5579,4879492,מגורים,1263,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0.614818146061813,202204,12115.117468914460915,4879491.633772282861173
,3,986,קדימה-צורן,מגורים+ פנאי ונופש,3421,1098806,מגורים,195,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2.730235678879454,202204,4874.013734523054154,1098806.239771675318480
,7,1653,חמרה גיתית מכורה,מגורים,811,94019174,מגורים,0,1,1,1,3,0,1,4,0,5,4,0,1,0,2,4,0.074452898073129,202204,52974.398911018477520,94019174.285526260733604
,4,2358,באר שבע,מגורים,3491,438573,מגורים,9000,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,9.120494306874683,202204,2749.782195302984292,438572.720448380918242
,2,604,רחובות,מגורים,2504,557280,מגורים,8400,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,3.588859436990785,202204,4128.632898424829364,557280.115065463702194
,17,1246,ירושלים,מגורים,5955,399520,מגורים,3000,1,0,0,1,0,0,1,0,1,3,0,0,0,3,3,42.551088849108659,202204,2909.372851418239406,399519.741087803209666
,3,2602,חצבה עין יהב עידן עיר אובות,מגורים,1710,325642849,מגורים,0,1,0,1,4,0,2,3,0,5,3,0,1,0,2,3,0.009212546816876,202204,99216.776247064277413,325642849.869108915328979
,34,197,רמת גן,מגורים,6121,316527,מגורים,8600,1,0,1,0,0,0,1,0,1,2,1,0,0,0,2,107.415647673335158,202204,2482.984095692105711,316527.440242211159784
,28,1872,אליקים,מגורים,887,4958615,מגורים,0,1,0,0,1,0,1,0,0,1,2,0,0,0,2,2,5.646738300740056,202204,11159.450615598238073,4958614.780559309758246
,2,839,בית הלוי העוגן,מגורים,1712,9376509,מגורים,0,1,2,0,1,0,0,1,2,3,2,0,0,0,1,2,0.213299005197336,202204,20761.699888113540510,9376508.803450237959623
,43,2195,עין דור גזית כפר מצר,מגורים,4465,29595789,מגורים,0,1,0,0,5,0,4,1,0,5,2,0,0,0,2,2,1.452909425396093,202204,34737.068718329042895,29595788.456171192228794
,0,1465,כפר האורנים,מגורים,2663,1981101,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202204,6828.350229212811428,1981101.138284397544339
,13,416,פתח תקווה,תעשיה,0,266929,תעשיה/מסחר/מתקנים,7900,4,0,0,1,0,0,1,0,1,2,0,0,0,2,2,48.702179161881517,202204,2174.795928737989925,266928.507588730426505
,4,1083,ירושלים,מגורים,4182,464185,מגורים,3000,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,8.617259427656435,202204,3401.355762722431336,464184.702059950272087
,0,34,תל אביב -יפו,מגורים,3871,294540,מגורים,5000,1,,,,,,,,,,,,,,,0.000000000000000,202204,2630.704287936062428,294540.105286510952283
,19,1725,חיפה,מגורים,2504,291146,מגורים,4000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,65.259258504937137,202204,2590.488534485276432,291146.427882912103087
,32,676,נתניה,מגורים,8046,636874,מגורים,7400,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,50.245379344857220,202204,3313.985108915278488,636874.483131458400749
,155,2288,חדרה,מגורים,12611,950534,מגורים,6500,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,163.066316589901618,202204,4704.114284349817353,950533.520603229640983
,17,1318,נווה אילן יד השמונה נטף,מגורים,1710,32112998,מגורים,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,0.529380662183541,202204,27333.589172448831960,32112997.724321793764830
,27,269,קריית אונו,מגורים,4513,244354,מגורים,2620,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,110.495278843501723,202204,2123.686197397140404,244354.331538825586904
,0,1944,עין מאהל,מגורים,4333,2298715,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202204,8119.960334552498352,2298715.168094785418361
,2,911,אלעד,מגורים,7004,270384,מגורים,1309,1,0,0,1,0,0,1,0,1,2,0,0,0,0,2,7.396901143059052,202204,2144.254341562958416,270383.497267192462459
,0,1562,סאנור,לא ידוע,0,54515730,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,34236.878498057965771,54515729.600149504840374
,15,2523,תפרח גילת בטחה,מגורים,4391,12962762,מגורים,0,1,0,0,4,0,0,4,0,4,2,0,0,0,2,2,1.157160778104068,202204,21069.545886241507105,12962762.205418433994055
,10,513,ראשון לציון,מתקן הנדסה,0,10415129,תעשיה/מסחר/מתקנים,8300,4,0,0,1,0,0,1,0,1,4,1,1,0,2,4,0.960141768402623,202204,12903.708540762434495,10415128.608181362971663
,11,2141,קריית שמונה,תעשיה+מגורים,3477,1049799,מגורים,2800,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,10.478193456059033,202204,5028.842505603994141,1049799.285165825160220
,27,1155,ירושלים,מתחם ציבורי,0,484419,מוסדי/ציבורי,3000,2,0,0,1,0,0,1,0,1,2,0,0,1,1,2,55.736896381866231,202204,2851.558702037219973,484418.791728495678399
,2,362,הוד השרון,מתקן הנדסי+ מגורים,573,981208,מגורים,9700,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,2.038303436003846,202204,5792.900521393409690,981208.177679894026369
,0,1797,קריית מוצקין,מגורים,0,514970,מגורים,8200,1,,,,,,,,,,,,,,,0.000000000000000,202204,3080.339411793726867,514969.706089798128232
,26,1004,תל אביב -יפו,תעשיה,0,986293,תעשיה/מסחר/מתקנים,5000,4,0,1,0,0,0,1,0,1,1,1,0,0,0,1,26.361334259400774,202204,4623.901216222006951,986293.020837064832449
,12,2360,באר שבע,מגורים,4777,521237,מגורים,9000,1,0,1,4,0,0,4,1,5,2,0,0,0,1,2,23.022155287519716,202204,3025.889791008359225,521237.036677673109807
,14,622,רמלה,מגורים,4065,510330,מגורים,8500,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,27.433229521180447,202204,3719.466249597352544,510329.999214674346149
,16,1248,ירושלים,מגורים,4770,254701,מגורים,3000,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,62.818811035153480,202204,3074.817231549304324,254700.777304530318361
,3,2620,מועצה אזורית רמת הנגב- מנחת מישר,שטח פתוח,0,273201606,פנאי/טבע/ספורט,0,3,0,0,2,0,0,1,1,2,1,0,0,0,1,1,0.010980901793546,202204,82076.860640925704502,273201605.515054583549500
,46,215,רמת גן,מגורים,6196,487430,מגורים,8600,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,94.372609741086350,202204,3288.507937569685510,487429.563791890104767
,20,1890,קריית טבעון,מגורים,4958,2140439,מגורים,2300,1,0,1,0,0,0,1,0,1,2,0,0,0,1,2,9.343877604982755,202204,7797.971723881273647,2140438.996047499123961
,1,841,בארותיים עולש,מגורים,2273,10231084,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.097741350606066,202204,14578.622831588825647,10231084.324078630656004
,22,2213,אזור תעשיה תבור,תעשיה,0,11454472,תעשיה/מסחר/מתקנים,0,4,0,1,2,0,0,3,0,3,2,0,0,0,2,2,1.920647175489015,202204,20916.475135485488863,11454472.367835385724902
,1,1483,מבשרת ציון,מגורים,2416,582966,מגורים,1015,1,0,0,3,0,0,3,0,3,3,0,0,0,3,3,1.715367380224224,202204,3205.970629669698610,582965.498544856905937
,67,434,פתח תקווה,תעשיה,0,718423,תעשיה/מסחר/מתקנים,7900,4,0,0,1,0,0,1,0,1,1,0,0,0,0,1,93.259855543987982,202204,3982.089670815048521,718422.729792863945477
,4,1101,ירושלים,מגורים,784,228858,מגורים,3000,1,0,0,2,0,2,0,0,2,2,1,0,0,1,2,17.478075028401030,202204,2760.696300411588254,228858.154773920628941
,29,52,תל אביב -יפו,מגורים,4688,325306,מגורים,5000,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,89.146765158414652,202204,2323.640308307165469,325306.251421088818461
,0,1743,חיפה,שטח פתוח,0,255655,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202204,2850.210714801816266,255654.857245265855454
,4,2432,באר שבע,מגורים,6167,1662037,מגורים,9000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,2.406684954500778,202204,5413.272013642650563,1662037.231969036394730
,39,694,נתניה,מגורים,786,426207,מגורים,7400,1,0,0,2,0,0,2,0,2,2,1,0,0,0,2,91.504930496706066,202204,3202.439983452023171,426206.541967745579313
,19,2050,בית ג'ן,מגורים,4152,22391329,מגורים,480,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.848542744476492,202204,30044.156689798244770,22391329.280320513993502
,17,1320,גבעת זאב,מגורים,6237,2539344,מגורים,0,1,0,0,1,0,0,0,0,1,2,0,0,0,2,2,6.694641189603628,202204,7250.147131434652692,2539344.457534179557115
,23,287,יהוד,מגורים,5776,486676,מגורים,9400,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,47.259362683351945,202204,3148.751108158568513,486676.050925718678627
,67,1962,אעבלין,מגורים,4182,7650071,מגורים,529,1,0,2,0,0,0,1,1,2,2,0,0,0,2,2,8.758088362976054,202204,17243.638299421709235,7650071.251077556051314
,26,913,טירת יהודה גבעת כח ברקת,מגורים,4146,10100052,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,1,0,0,2,2.574244284193306,202204,15339.319777669003088,10100051.560626327991486
,3,1580,סלעית צופים,מגורים,3559,16666260,מגורים,0,1,0,1,2,0,0,0,3,3,2,0,0,0,2,2,0.180004390980684,202204,28201.370811916876846,16666260.104298941791058
,18,2541,משאבי שדה טללים,מגורים,970,14386030,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,1.251213896518992,202204,21099.075716928378824,14386029.479114547371864
,17,531,ראשון לציון,מגורים,3679,400434,מגורים,8300,1,0,0,1,0,1,0,0,1,2,0,0,0,2,2,42.453984382567462,202204,2724.784188394872217,400433.557585717993788
,72,2159,מעלה גמלא חד-נס כנף,מגורים,1798,153922535,מגורים,0,1,0,1,5,0,1,3,2,6,3,0,0,0,3,3,0.467767763732105,202204,62067.569594516964571,153922535.032223880290985
,19,1173,ירושלים,מגורים,7160,241960,מגורים,3000,1,0,1,0,1,0,1,0,1,2,0,0,0,2,2,78.525454168947576,202204,2140.473769990485380,241959.759431909624254
,12,380,רעננה,מגורים,1062,437866,מגורים,8700,1,0,0,2,0,1,1,0,2,2,0,0,0,2,2,27.405660880665458,202204,2662.399098779627820,437865.740667685691733
,0,1815,מועצה אזורית מטה אשר,שטח פתוח,0,1042221,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202204,4547.682766234514020,1042220.931073419167660
,1,1022,תע""ש רמת השרון,תעשיה,0,2689893,תעשיה/מסחר/מתקנים,0,4,0,1,0,0,0,1,0,1,2,1,0,0,1,2,0.371761974341721,202204,6929.304241065568021,2689893.181707728654146
,85,2378,באר שבע,מגורים,903,539810,מגורים,9000,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,157.462798906851845,202204,3015.520555732333833,539810.041419893153943
,7,624,רמלה,מגורים,4346,411042,מגורים,8500,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,17.029874204298288,202204,3085.250407441323659,411042.378588634659536
,6,1266,ירושלים,מגורים,4994,302398,מגורים,3000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,19.841399079389941,202204,3333.331213991387358,302398.030299810925499
,5,217,רמת גן,פנאי וספורט+ מגורים,716,450879,מגורים,8600,1,0,0,1,0,1,0,0,1,2,0,0,1,0,2,11.089447677755565,202204,2838.822345943366145,450879.083006951725110
,3,1908,מגדל העמק,מגורים,3962,737412,מגורים,874,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,4.068280414264111,202204,4441.246485101622056,737412.295740841655061
,4,859,טייבה,שטח פתוח,0,6291486,פנאי/טבע/ספורט,2730,3,0,1,0,0,1,0,0,1,2,0,0,1,1,2,0.635779819956873,202204,16320.450483879349122,6291486.257414289750159
,18,2231,ערערה,מגורים,12051,4100399,מגורים,637,1,0,0,4,0,2,2,0,4,2,0,0,0,2,2,4.389816970941712,202204,10721.049243307141296,4100398.745357852429152
,4,1501,תרקומיא / ח'ראס,לא ידוע,0,62143854,עתידי/לא ידוע,0,5,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0.064366784084074,202204,32404.324892530687066,62143853.493990175426006
,14,452,פתח תקווה,מגורים,5441,480766,מגורים,7900,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,29.120169077677332,202204,3178.997503990134192,480766.439324419654440
,33,1119,ירושלים,אתר מורשת,0,225303,פנאי/טבע/ספורט,3000,3,0,0,1,0,0,1,0,1,2,0,0,0,2,2,146.469445995283706,202204,2031.706894095525740,225302.961827701568836
,51,70,תל אביב -יפו,פנאי ונופש,0,527373,פנאי/טבע/ספורט,5000,3,0,0,1,0,0,1,0,1,2,1,0,0,1,2,96.705733468434318,202204,3442.164711840174732,527373.074696206022054
,0,1745,חיפה,שטח פתוח,0,448542,פנאי/טבע/ספורט,4000,3,,,,,,,,,,,,,,,0.000000000000000,202204,3569.807283091481622,448541.528502140135970
,21,696,נתניה,תעשיה,699,408870,תעשיה/מסחר/מתקנים,7400,4,0,0,2,0,0,2,0,2,2,0,0,0,2,2,51.361125316303877,202204,3046.253815886849225,408869.546192241250537
,28,2068,כרמיאל,מגורים,3611,1088061,מגורים,1139,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,25.733849888746587,202204,4808.881322903695946,1088061.060472898883745
,0,1338,אל-ארסאל צפון,לא ידוע,0,992182,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202204,5761.439008226668193,992181.755181207554415
,40,289,אזור,מגורים,4498,955856,מגורים,565,1,0,0,1,0,0,1,0,1,3,1,0,0,2,3,41.847317412934110,202204,4060.299561943090339,955855.774583936785348
,42,1980,מועצה אזורית מטה אשר,שטח פתוח,0,10677319,פנאי/טבע/ספורט,0,3,0,0,4,0,2,0,0,4,2,0,0,0,2,2,3.933571663022434,202204,18158.989620073294645,10677319.138436265289783
,17,931,משמר איילון כפר בן נון,מגורים,1286,13293292,מגורים,0,1,0,0,4,0,0,4,0,4,3,0,0,0,2,3,1.278840483625994,202204,20409.249498674871575,13293292.023254223167896
,7,1598,עוגא,לא ידוע,0,27672480,עתידי/לא ידוע,0,5,0,0,1,0,0,1,0,1,2,0,0,0,0,2,0.252958894372993,202204,23236.861250840982393,27672480.216008421033621
,19,2559,יישובים בדואים לא מוכרים,שטח פתוח,0,30682360,פנאי/טבע/ספורט,0,3,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.619248335045354,202204,28632.694806359035283,30682359.442449584603310
,7,549,ראשון לציון,מגורים,7719,484268,מגורים,8300,1,0,0,1,0,0,1,0,1,3,0,0,0,3,3,14.454818107376312,202204,3288.169136882576822,484267.594929326092824
,44,2161,מגדל גינוסר חוקוק חמאם לבנים,מגורים,5025,31966271,מגורים,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1.376450830595674,202204,40935.438857757006190,31966270.804572451859713
,0,1191,ירושלים,מגורים,2873,246945,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202204,2264.548140461894036,246944.959908312535845
,9,142,הרצלייה,מגורים,3019,273536,מגורים,6400,1,0,1,0,0,0,1,0,1,2,0,0,0,1,2,32.902382761827013,202204,2473.795605201727540,273536.420299678167794
,2,1817,קריית ביאליק,תעשיה,0,360486,תעשיה/מסחר/מתקנים,9500,4,0,0,1,0,0,1,0,1,2,0,0,0,2,2,5.548067147257783,202204,2536.191207608485456,360485.903814003162552
